  1949: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1950: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1951: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1952: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1953: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1954: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1955: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1956: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1957: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1958: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1959: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1960: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1961: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1962: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1963: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1964: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1965: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1966: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1967: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1968: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1969: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1970: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1971: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1972: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1973: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1974: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1975: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1976: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1977: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1978: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1979: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1980: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1981: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1982: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1983: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1984: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1985: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1986: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1987: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1988: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1989: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1990: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1991: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1992: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1993: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1994: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1995: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1996: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1997: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1998: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1999: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2000: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2001: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2002: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2003: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2004: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2005: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2006: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2007: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2008: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2009: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2010: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2011: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2012: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2013: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2014: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2015: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2016: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2017: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2018: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2019: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2020: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2021: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2022: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2023: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2024: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2025: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2026: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2027: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2028: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2029: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2030: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2031: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2032: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2033: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2034: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2035: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2036: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2037: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2038: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2039: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2040: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2041: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2042: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2043: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2044: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2045: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2046: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2047: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2048: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2049: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2050: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2051: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2052: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2053: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2054: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2055: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2056: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2057: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2058: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2059: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2060: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2061: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2062: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2063: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2064: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2065: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2066: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2067: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2068: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2069: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2070: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2071: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2072: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2073: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2074: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2075: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2076: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2077: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2078: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2079: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2080: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2081: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2082: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2083: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2084: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2085: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2086: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2087: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2088: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2089: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2090: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2091: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2092: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2093: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2094: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2095: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2096: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2097: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2098: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2099: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2100: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2101: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2102: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2103: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2104: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2105: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2106: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2107: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2108: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2109: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2110: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2111: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2112: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2113: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2114: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2115: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2116: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2117: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2118: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2119: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2120: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2121: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2122: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2123: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2124: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2125: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2126: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2127: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2128: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2129: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2130: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2131: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2132: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2133: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2134: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2135: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2136: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2137: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2138: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2139: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2140: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2141: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2142: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2143: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2144: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2145: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2146: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2147: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2148: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2149: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2150: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2151: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2152: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2153: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2154: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2155: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2156: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2157: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2158: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2159: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2160: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2161: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2162: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2163: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2164: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2165: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2166: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2167: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2168: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2169: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2170: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2171: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2172: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2173: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2174: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2175: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2176: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2177: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2178: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2179: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2180: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2181: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2182: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2183: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2184: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2185: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2186: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2187: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2188: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2189: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2190: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2191: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2192: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2193: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2194: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2195: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2196: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2197: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2198: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2199: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2200: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2201: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2202: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2203: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2204: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2205: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2206: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2207: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2208: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2209: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2210: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2211: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2212: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2213: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2214: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2215: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2216: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2217: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2218: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2219: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2220: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2221: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2222: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2223: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2224: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2225: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2226: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2227: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2228: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2229: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2230: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2231: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2232: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2233: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2234: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2235: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2236: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2237: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2238: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2239: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2240: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2241: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2242: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2243: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2244: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2245: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2246: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2247: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2248: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2249: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2250: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2251: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2252: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2253: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2254: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2255: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2256: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2257: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2258: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2259: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2260: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2261: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2262: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2263: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2264: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2265: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2266: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2267: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2268: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2269: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2270: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2271: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2272: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2273: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2274: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2275: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2276: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2277: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2278: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2279: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2280: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2281: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2282: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2283: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2284: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2285: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2286: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2287: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2288: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2289: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2290: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2291: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2292: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2293: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2294: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2295: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2296: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  2297: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  2298: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
